model_id,session,timestamp,run_name,run_number,is_baseline,fifo_name,fifo_pos,fifo_impl_style,depth,is_constrained,up_out_fifo_depths,up_PE,up_SIMD,up_MH,up_MW,up_IFMChannels,up_OFMChannels,up_numChannels,up_Labels,up_inWidth,up_outWidth,up_IFMDim,up_OFMDim,up_KernelDim,up_Stride,up_inputBits,up_outputBits,up_weightBits,up_accBits,dn_layer_type,dn_impl_type,dn_PE,dn_SIMD,dn_op_type,dn_MH,dn_MW,dn_IFMChannels,dn_OFMChannels,dn_numChannels,dn_Labels,dn_inWidth,dn_outWidth,dn_IFMDim,dn_OFMDim,dn_KernelDim,dn_Stride,dn_inputBits,dn_outputBits,dn_weightBits,dn_accBits,up_layer_type,up_impl_type,up_op_type
SAT6_T2W2,SAT6_T2W2_2026-04-03_08-50-17,2026-04-03_08-50-17,run31_optimized,31,0,StreamingFIFO_rtl_17,34,rtl,57,1,57,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,4,MVAU_hls,8,144,0,0,0,0,0,0,0,0,0,1,2,2,2,9,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
SAT6_T2W2,SAT6_T2W2_2026-04-03_08-50-17,2026-04-03_08-50-17,run31_optimized,31,0,StreamingFIFO_rtl_18,36,rtl,2,0,2,1,4,8,144,0,0,0,0,0,0,0,0,0,1,2,2,2,9,MVAU,hls,1,1,MVAU_hls,6,32,0,0,0,0,0,0,0,0,0,1,2,7,2,7,MVAU,hls,MVAU_hls
SAT6_T2W2,SAT6_T2W2_2026-04-03_08-50-17,2026-04-03_08-50-17,run31_optimized,31,0,StreamingFIFO_rtl_19,38,rtl,2,0,2,1,1,6,32,0,0,0,0,0,0,0,0,0,1,2,7,2,7,LabelSelect,hls,1,1,LabelSelect_hls,0,0,0,0,0,6,0,0,0,0,0,1,7,8,0,0,MVAU,hls,MVAU_hls
SAT6_T2W2,SAT6_T2W2_2026-04-03_08-50-17,2026-04-03_08-50-17,run31_optimized,31,0,StreamingFIFO_rtl_20,40,rtl,2,0,2,1,1,0,0,0,0,0,6,0,0,0,0,0,1,7,8,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LabelSelect,hls,LabelSelect_hls
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run1_baseline_folded,1,1,StreamingFIFO_rtl_0,0,rtl,868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FMPadding,rtl,1,1,FMPadding_rtl,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,,,
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run1_baseline_folded,1,1,StreamingFIFO_rtl_1,2,vivado,4624,1,4624,1,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,ConvolutionInputGenerator,rtl,1,1,ConvolutionInputGenerator_rtl,0,0,4,0,0,0,0,0,1156,256,0,4,8,8,0,0,FMPadding,rtl,FMPadding_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run1_baseline_folded,1,1,StreamingFIFO_rtl_2,4,vivado,9216,1,9216,1,1,0,0,4,0,0,0,0,0,1156,256,0,4,8,8,0,0,MVAU,hls,1,1,MVAU_hls,16,36,0,0,0,0,0,0,0,0,0,1,8,4,2,13,ConvolutionInputGenerator,rtl,ConvolutionInputGenerator_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run1_baseline_folded,1,1,StreamingFIFO_rtl_3,6,rtl,32,1,32,1,1,16,36,0,0,0,0,0,0,0,0,0,1,8,4,2,13,FMPadding,rtl,1,1,FMPadding_rtl,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,MVAU,hls,MVAU_hls
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run1_baseline_folded,1,1,StreamingFIFO_rtl_4,8,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,ConvolutionInputGenerator,rtl,1,1,ConvolutionInputGenerator_rtl,0,0,16,0,0,0,0,0,324,64,0,4,4,4,0,0,FMPadding,rtl,FMPadding_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run1_baseline_folded,1,1,StreamingFIFO_rtl_5,10,rtl,138,1,138,1,1,0,0,16,0,0,0,0,0,324,64,0,4,4,4,0,0,MVAU,hls,1,1,MVAU_hls,8,144,0,0,0,0,0,0,0,0,0,1,4,4,2,10,ConvolutionInputGenerator,rtl,ConvolutionInputGenerator_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run1_baseline_folded,1,1,StreamingFIFO_rtl_6,12,rtl,2,0,2,1,1,8,144,0,0,0,0,0,0,0,0,0,1,4,4,2,10,FMPadding,rtl,1,1,FMPadding_rtl,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,MVAU,hls,MVAU_hls
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run1_baseline_folded,1,1,StreamingFIFO_rtl_7,14,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,ConvolutionInputGenerator,rtl,1,1,ConvolutionInputGenerator_rtl,0,0,8,0,0,0,0,0,100,16,0,4,4,4,0,0,FMPadding,rtl,FMPadding_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run1_baseline_folded,1,1,StreamingFIFO_rtl_8,16,rtl,61,1,61,1,1,0,0,8,0,0,0,0,0,100,16,0,4,4,4,0,0,MVAU,hls,1,1,MVAU_hls,16,72,0,0,0,0,0,0,0,0,0,1,4,4,2,10,ConvolutionInputGenerator,rtl,ConvolutionInputGenerator_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run1_baseline_folded,1,1,StreamingFIFO_rtl_9,18,rtl,2,0,2,1,1,16,72,0,0,0,0,0,0,0,0,0,1,4,4,2,10,FMPadding,rtl,1,1,FMPadding_rtl,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,MVAU,hls,MVAU_hls
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run1_baseline_folded,1,1,StreamingFIFO_rtl_10,20,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,ConvolutionInputGenerator,rtl,1,1,ConvolutionInputGenerator_rtl,0,0,16,0,0,0,0,0,36,4,0,4,4,4,0,0,FMPadding,rtl,FMPadding_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run1_baseline_folded,1,1,StreamingFIFO_rtl_11,22,rtl,110,1,110,1,1,0,0,16,0,0,0,0,0,36,4,0,4,4,4,0,0,MVAU,hls,1,1,MVAU_hls,8,144,0,0,0,0,0,0,0,0,0,1,4,4,2,10,ConvolutionInputGenerator,rtl,ConvolutionInputGenerator_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run1_baseline_folded,1,1,StreamingFIFO_rtl_12,24,rtl,2,0,2,1,1,8,144,0,0,0,0,0,0,0,0,0,1,4,4,2,10,MVAU,rtl,1,1,MVAU_rtl,6,32,0,0,0,0,0,0,0,0,0,1,4,9,2,9,MVAU,hls,MVAU_hls
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run1_baseline_folded,1,1,StreamingFIFO_rtl_13,26,rtl,2,0,2,1,1,6,32,0,0,0,0,0,0,0,0,0,1,4,9,2,9,LabelSelect,hls,1,1,LabelSelect_hls,0,0,0,0,0,6,0,0,0,0,0,1,9,8,0,0,MVAU,rtl,MVAU_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run1_baseline_folded,1,1,StreamingFIFO_rtl_14,28,rtl,2,0,2,1,1,0,0,0,0,0,6,0,0,0,0,0,1,9,8,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LabelSelect,hls,LabelSelect_hls
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run2_optimized,2,0,StreamingFIFO_rtl_0,0,rtl,868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FMPadding,rtl,1,1,FMPadding_rtl,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,,,
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run2_optimized,2,0,StreamingFIFO_rtl_1,2,vivado,4624,1,4624,1,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,ConvolutionInputGenerator,rtl,1,1,ConvolutionInputGenerator_rtl,0,0,4,0,0,0,0,0,1156,256,0,4,8,8,0,0,FMPadding,rtl,FMPadding_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run2_optimized,2,0,StreamingFIFO_rtl_2,4,vivado,6881,1,6881,1,1,0,0,4,0,0,0,0,0,1156,256,0,4,8,8,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ConvolutionInputGenerator,rtl,ConvolutionInputGenerator_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run2_optimized,2,0,StreamingFIFO_rtl_3,6,vivado,4608,1,4608,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,2,MVAU_hls,16,36,0,0,0,0,0,0,0,0,0,1,8,4,2,13,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run2_optimized,2,0,StreamingFIFO_rtl_4,8,rtl,32,1,32,1,2,16,36,0,0,0,0,0,0,0,0,0,1,8,4,2,13,FMPadding,rtl,1,1,FMPadding_rtl,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,MVAU,hls,MVAU_hls
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run2_optimized,2,0,StreamingFIFO_rtl_5,10,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,ConvolutionInputGenerator,rtl,1,1,ConvolutionInputGenerator_rtl,0,0,16,0,0,0,0,0,324,64,0,4,4,4,0,0,FMPadding,rtl,FMPadding_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run2_optimized,2,0,StreamingFIFO_rtl_6,12,vivado,662,1,662,1,1,0,0,16,0,0,0,0,0,324,64,0,4,4,4,0,0,MVAU,hls,1,1,MVAU_hls,8,144,0,0,0,0,0,0,0,0,0,1,4,4,2,10,ConvolutionInputGenerator,rtl,ConvolutionInputGenerator_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run2_optimized,2,0,StreamingFIFO_rtl_7,14,rtl,2,0,2,1,1,8,144,0,0,0,0,0,0,0,0,0,1,4,4,2,10,FMPadding,rtl,1,1,FMPadding_rtl,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,MVAU,hls,MVAU_hls
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run2_optimized,2,0,StreamingFIFO_rtl_8,16,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,ConvolutionInputGenerator,rtl,1,1,ConvolutionInputGenerator_rtl,0,0,8,0,0,0,0,0,100,16,0,4,4,4,0,0,FMPadding,rtl,FMPadding_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run2_optimized,2,0,StreamingFIFO_rtl_9,18,rtl,61,1,61,1,1,0,0,8,0,0,0,0,0,100,16,0,4,4,4,0,0,MVAU,hls,1,1,MVAU_hls,16,72,0,0,0,0,0,0,0,0,0,1,4,4,2,10,ConvolutionInputGenerator,rtl,ConvolutionInputGenerator_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run2_optimized,2,0,StreamingFIFO_rtl_10,20,rtl,2,0,2,1,1,16,72,0,0,0,0,0,0,0,0,0,1,4,4,2,10,FMPadding,rtl,1,1,FMPadding_rtl,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,MVAU,hls,MVAU_hls
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run2_optimized,2,0,StreamingFIFO_rtl_11,22,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,ConvolutionInputGenerator,rtl,1,1,ConvolutionInputGenerator_rtl,0,0,16,0,0,0,0,0,36,4,0,4,4,4,0,0,FMPadding,rtl,FMPadding_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run2_optimized,2,0,StreamingFIFO_rtl_12,24,rtl,110,1,110,1,1,0,0,16,0,0,0,0,0,36,4,0,4,4,4,0,0,MVAU,hls,1,1,MVAU_hls,8,144,0,0,0,0,0,0,0,0,0,1,4,4,2,10,ConvolutionInputGenerator,rtl,ConvolutionInputGenerator_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run2_optimized,2,0,StreamingFIFO_rtl_13,26,rtl,2,0,2,1,1,8,144,0,0,0,0,0,0,0,0,0,1,4,4,2,10,MVAU,rtl,1,1,MVAU_rtl,6,32,0,0,0,0,0,0,0,0,0,1,4,9,2,9,MVAU,hls,MVAU_hls
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run2_optimized,2,0,StreamingFIFO_rtl_14,28,rtl,2,0,2,1,1,6,32,0,0,0,0,0,0,0,0,0,1,4,9,2,9,LabelSelect,hls,1,1,LabelSelect_hls,0,0,0,0,0,6,0,0,0,0,0,1,9,8,0,0,MVAU,rtl,MVAU_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run2_optimized,2,0,StreamingFIFO_rtl_15,30,rtl,2,0,2,1,1,0,0,0,0,0,6,0,0,0,0,0,1,9,8,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LabelSelect,hls,LabelSelect_hls
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run3_optimized,3,0,StreamingFIFO_rtl_0,0,rtl,868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FMPadding,rtl,1,1,FMPadding_rtl,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,,,
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run3_optimized,3,0,StreamingFIFO_rtl_1,2,vivado,4624,1,4624,1,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,ConvolutionInputGenerator,rtl,1,1,ConvolutionInputGenerator_rtl,0,0,4,0,0,0,0,0,1156,256,0,4,8,8,0,0,FMPadding,rtl,FMPadding_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run3_optimized,3,0,StreamingFIFO_rtl_2,4,vivado,5694,1,5694,1,1,0,0,4,0,0,0,0,0,1156,256,0,4,8,8,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ConvolutionInputGenerator,rtl,ConvolutionInputGenerator_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run3_optimized,3,0,StreamingFIFO_rtl_3,6,vivado,3072,1,3072,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,3,MVAU_hls,16,36,0,0,0,0,0,0,0,0,0,1,8,4,2,13,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run3_optimized,3,0,StreamingFIFO_rtl_4,8,rtl,49,1,49,1,3,16,36,0,0,0,0,0,0,0,0,0,1,8,4,2,13,FMPadding,rtl,1,1,FMPadding_rtl,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,MVAU,hls,MVAU_hls
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run3_optimized,3,0,StreamingFIFO_rtl_5,10,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,ConvolutionInputGenerator,rtl,1,1,ConvolutionInputGenerator_rtl,0,0,16,0,0,0,0,0,324,64,0,4,4,4,0,0,FMPadding,rtl,FMPadding_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run3_optimized,3,0,StreamingFIFO_rtl_6,12,rtl,2,0,2,1,1,0,0,16,0,0,0,0,0,324,64,0,4,4,4,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ConvolutionInputGenerator,rtl,ConvolutionInputGenerator_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run3_optimized,3,0,StreamingFIFO_rtl_7,14,rtl,251,1,251,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,2,MVAU_hls,8,144,0,0,0,0,0,0,0,0,0,1,4,4,2,10,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run3_optimized,3,0,StreamingFIFO_rtl_8,16,rtl,2,0,2,1,2,8,144,0,0,0,0,0,0,0,0,0,1,4,4,2,10,FMPadding,rtl,1,1,FMPadding_rtl,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,MVAU,hls,MVAU_hls
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run3_optimized,3,0,StreamingFIFO_rtl_9,18,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,ConvolutionInputGenerator,rtl,1,1,ConvolutionInputGenerator_rtl,0,0,8,0,0,0,0,0,100,16,0,4,4,4,0,0,FMPadding,rtl,FMPadding_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run3_optimized,3,0,StreamingFIFO_rtl_10,20,rtl,69,1,69,1,1,0,0,8,0,0,0,0,0,100,16,0,4,4,4,0,0,MVAU,hls,1,1,MVAU_hls,16,72,0,0,0,0,0,0,0,0,0,1,4,4,2,10,ConvolutionInputGenerator,rtl,ConvolutionInputGenerator_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run3_optimized,3,0,StreamingFIFO_rtl_11,22,rtl,2,0,2,1,1,16,72,0,0,0,0,0,0,0,0,0,1,4,4,2,10,FMPadding,rtl,1,1,FMPadding_rtl,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,MVAU,hls,MVAU_hls
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run3_optimized,3,0,StreamingFIFO_rtl_12,24,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,ConvolutionInputGenerator,rtl,1,1,ConvolutionInputGenerator_rtl,0,0,16,0,0,0,0,0,36,4,0,4,4,4,0,0,FMPadding,rtl,FMPadding_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run3_optimized,3,0,StreamingFIFO_rtl_13,26,rtl,124,1,124,1,1,0,0,16,0,0,0,0,0,36,4,0,4,4,4,0,0,MVAU,hls,1,1,MVAU_hls,8,144,0,0,0,0,0,0,0,0,0,1,4,4,2,10,ConvolutionInputGenerator,rtl,ConvolutionInputGenerator_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run3_optimized,3,0,StreamingFIFO_rtl_14,28,rtl,2,0,2,1,1,8,144,0,0,0,0,0,0,0,0,0,1,4,4,2,10,MVAU,rtl,1,1,MVAU_rtl,6,32,0,0,0,0,0,0,0,0,0,1,4,9,2,9,MVAU,hls,MVAU_hls
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run3_optimized,3,0,StreamingFIFO_rtl_15,30,rtl,2,0,2,1,1,6,32,0,0,0,0,0,0,0,0,0,1,4,9,2,9,LabelSelect,hls,1,1,LabelSelect_hls,0,0,0,0,0,6,0,0,0,0,0,1,9,8,0,0,MVAU,rtl,MVAU_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run3_optimized,3,0,StreamingFIFO_rtl_16,32,rtl,2,0,2,1,1,0,0,0,0,0,6,0,0,0,0,0,1,9,8,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LabelSelect,hls,LabelSelect_hls
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run4_optimized,4,0,StreamingFIFO_rtl_0,0,rtl,868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FMPadding,rtl,1,1,FMPadding_rtl,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,,,
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run4_optimized,4,0,StreamingFIFO_rtl_1,2,vivado,4624,1,4624,1,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,ConvolutionInputGenerator,rtl,1,1,ConvolutionInputGenerator_rtl,0,0,4,0,0,0,0,0,1156,256,0,4,8,8,0,0,FMPadding,rtl,FMPadding_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run4_optimized,4,0,StreamingFIFO_rtl_2,4,vivado,4535,1,4535,1,1,0,0,4,0,0,0,0,0,1156,256,0,4,8,8,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ConvolutionInputGenerator,rtl,ConvolutionInputGenerator_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run4_optimized,4,0,StreamingFIFO_rtl_3,6,vivado,2304,1,2304,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,4,MVAU_hls,16,36,0,0,0,0,0,0,0,0,0,1,8,4,2,13,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run4_optimized,4,0,StreamingFIFO_rtl_4,8,rtl,65,1,65,1,4,16,36,0,0,0,0,0,0,0,0,0,1,8,4,2,13,FMPadding,rtl,1,1,FMPadding_rtl,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,MVAU,hls,MVAU_hls
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run4_optimized,4,0,StreamingFIFO_rtl_5,10,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,ConvolutionInputGenerator,rtl,1,1,ConvolutionInputGenerator_rtl,0,0,16,0,0,0,0,0,324,64,0,4,4,4,0,0,FMPadding,rtl,FMPadding_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run4_optimized,4,0,StreamingFIFO_rtl_6,12,rtl,2,0,2,1,1,0,0,16,0,0,0,0,0,324,64,0,4,4,4,0,0,StreamingDataWidthConverter,rtl,1,1,StreamingDataWidthConverter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ConvolutionInputGenerator,rtl,ConvolutionInputGenerator_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run4_optimized,4,0,StreamingFIFO_rtl_7,14,vivado,330,1,330,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MVAU,hls,1,2,MVAU_hls,8,144,0,0,0,0,0,0,0,0,0,1,4,4,2,10,StreamingDataWidthConverter,rtl,StreamingDataWidthConverter
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run4_optimized,4,0,StreamingFIFO_rtl_8,16,rtl,2,0,2,1,2,8,144,0,0,0,0,0,0,0,0,0,1,4,4,2,10,FMPadding,rtl,1,1,FMPadding_rtl,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,MVAU,hls,MVAU_hls
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run4_optimized,4,0,StreamingFIFO_rtl_9,18,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,ConvolutionInputGenerator,rtl,1,1,ConvolutionInputGenerator_rtl,0,0,8,0,0,0,0,0,100,16,0,4,4,4,0,0,FMPadding,rtl,FMPadding_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run4_optimized,4,0,StreamingFIFO_rtl_10,20,rtl,69,1,69,1,1,0,0,8,0,0,0,0,0,100,16,0,4,4,4,0,0,MVAU,hls,1,1,MVAU_hls,16,72,0,0,0,0,0,0,0,0,0,1,4,4,2,10,ConvolutionInputGenerator,rtl,ConvolutionInputGenerator_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run4_optimized,4,0,StreamingFIFO_rtl_11,22,rtl,2,0,2,1,1,16,72,0,0,0,0,0,0,0,0,0,1,4,4,2,10,FMPadding,rtl,1,1,FMPadding_rtl,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,MVAU,hls,MVAU_hls
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run4_optimized,4,0,StreamingFIFO_rtl_12,24,rtl,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,ConvolutionInputGenerator,rtl,1,1,ConvolutionInputGenerator_rtl,0,0,16,0,0,0,0,0,36,4,0,4,4,4,0,0,FMPadding,rtl,FMPadding_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run4_optimized,4,0,StreamingFIFO_rtl_13,26,rtl,124,1,124,1,1,0,0,16,0,0,0,0,0,36,4,0,4,4,4,0,0,MVAU,hls,1,1,MVAU_hls,8,144,0,0,0,0,0,0,0,0,0,1,4,4,2,10,ConvolutionInputGenerator,rtl,ConvolutionInputGenerator_rtl
SAT6_T2W4,SAT6_T2W4_2026-04-03_18-39-01,2026-04-03_18-39-01,run4_optimized,4,0,StreamingFIFO_rtl_14,28,rtl,2,0,2,1,1,8,144,0,0,0,0,0,0,0,0,0,1,4,4,2,10,MVAU,rtl,1,1,MVAU_rtl,6,32,0,0,0,0,0,0,0,0,0,1,4,9,2,9,MVAU,hls,MVAU_hls
